Train Loss,Test Loss
1481.8546646013172,99.76929081271747
210.9076979854288,156.09898589629745
120.38717335040019,109.98039979910831
105.16805100540402,100.69840887927134
100.07707361025648,97.80190292212046
96.47191544191553,95.58885872453526
94.82303194407129,93.68167332831375
91.46758130195242,89.53016160387511
89.4866725795959,90.97745380449335
85.3261700479859,83.30695694739666
82.638011991232,80.10935121779644
79.4324199248593,76.36489142608006
76.92208560374104,73.27452048110007
74.88982818243998,73.92368966485184
71.21892430764422,67.90650922124638
69.66767998950694,66.52295827984909
68.33640178190458,65.04739662405846
65.03553259859889,63.68430070026007
63.397335665737025,67.76102617405374
60.833934873814776,61.12808175679542
59.630528115152416,57.69013458137417
61.05377561077662,54.28405842530518
55.671483666226706,54.23732650906369
53.070075741402796,57.63432494951746
59.41898144593927,52.567688705724315
53.04787914667455,51.624802714292954
50.408466461203915,48.29264589584898
51.26655444987522,48.41470563759697
48.007116505063706,45.18148180919453
46.75974788220352,44.2298336744905
45.171748436919046,44.53222349706145
44.502178884526906,53.76199648159558
43.3186359552665,43.985129661019194
45.664863479445636,41.9160568008232
41.910476341358915,40.71344668314395
41.501293380823206,40.60377607592152
39.66247950721721,37.86490917603506
38.87776774262467,42.70793345930976
41.410354169634005,46.33125434745044
39.10287752541231,36.45426259426598
48.72962221729447,38.338254228644416
37.20068467389155,35.327579779859576
35.97329155577532,38.21597121097924
36.722141370065415,37.8269300778972
35.31854343255228,36.40624638733215
35.22014955364733,37.51205907412824
33.921414923528715,36.51985823461868
34.359602180692534,31.693164978154606
33.478209527757784,32.87451978640521
33.490655159731524,31.837614317950454
